ZIP Code,Type,State FIPS,Preferred name,Alternate names,Population (2019),Housing units (2019),Median family income (2019),MFI percentile (2019),Latitude,Longitude,Land area,Water area
01034,standard,25,"Granville, MA","Tolland, Granville Center, West Granville","2,186","1,242","$100,000",85,42.098999,-72.961998,71.597,1.936
01035,standard,25,"Hadley, MA",North Hadley,"5,319","2,369","$102,083",86,42.355999,-72.569,23.086,1.521
01036,standard,25,"Hampden, MA",Hampton,"5,178","2,122","$109,886",89,42.063,-72.417,19.513,0.035
01037,PO box,25,"Hardwick, MA",,747,243,"$106,691",88,42.373001,-72.195,14.111,1.53
01038,standard,25,"Hatfield, MA",West Hatfield,"2,734","1,350","$94,408",82,42.384998,-72.607002,9.998,0.867
01039,standard,25,"Haydenville, MA",West Whately,"1,207",571,"$117,143",91,42.403999,-72.689003,13.207,0.23
01040,standard,25,"Holyoke, MA",Halyoke,"40,241","16,981","$49,481",15,42.212002,-72.641998,21.281,1.554
01041,PO box,25,"Holyoke, MA",Halyoke,,,,,,,,
01050,standard,25,"Huntington, MA","Montgomery, Crescent Mills, Hntgtn, Knightville, North Chester, South Worthington","2,438","1,288","$84,625",74,42.286999,-72.870003,38.329,0.997
01053,standard,25,"Leeds, MA",,"1,593",576,"$89,286",78,42.355999,-72.713997,5.131,0.097
01054,standard,25,"Leverett, MA","East Leverett, North Leverett","2,001",794,"$98,942",84,42.469002,-72.485001,22.807,0.164
01056,standard,25,"Ludlow, MA",,"21,291","8,408","$86,864",76,42.183998,-72.458,27.205,1.095
01057,standard,25,"Monson, MA",,"8,824","3,724","$104,514",87,42.094002,-72.320999,44.908,0.62
01059,PO box,25,"North Amherst, MA",Amherst,,,,,,,,
01060,standard,25,"Northampton, MA",North Hampton,"15,948","7,051","$99,420",84,42.320999,-72.630997,10.92,1.257
01061,PO box,25,"Northampton, MA",North Hampton,,,,,,,,
01062,standard,25,"Florence, MA","Bay State Village, Bay State Vlg, Northampton, North Hampton","10,364","4,438","$96,455",83,42.327999,-72.704002,18.154,0.153
01063,unique,25,"Northampton, MA","North Hampton, Smith College",611,0,,,42.319,-72.639,0.039,0
01066,PO box,25,"North Hatfield, MA","N Hatfield, No Hatfield",31,31,,,42.407001,-72.654999,0.71,0.047
01068,standard,25,"Oakham, MA",,"1,833",734,"$95,104",82,42.351002,-72.043999,20.82,0.399
01069,standard,25,"Palmer, MA",,"8,556","3,830","$91,395",80,42.188,-72.307999,28.065,0.296
01070,standard,25,"Plainfield, MA",,648,357,"$73,333",58,42.518002,-72.918999,20.541,0.229
01071,standard,25,"Russell, MA",,"1,318",580,"$80,208",69,42.16,-72.874001,15.579,0.31
01072,standard,25,"Shutesbury, MA",,"1,478",778,"$95,000",82,42.457001,-72.417,20.086,0.518
01073,standard,25,"Southampton, MA",,"6,144","2,406","$132,333",94,42.227001,-72.741997,28.152,0.802
01074,PO box,25,"South Barre, MA",,411,148,"$56,414",27,42.388,-72.093002,0.085,0.02
01075,standard,25,"South Hadley, MA","S Hadley, So Hadley, South Hadley Falls","17,703","6,841","$92,183",80,42.256001,-72.581001,17.718,0.685
01077,standard,25,"Southwick, MA",,"9,720","4,059","$95,882",83,42.053001,-72.777,30.821,0.831
01079,PO box,25,"Thorndike, MA",,781,342,,,42.198002,-72.330002,1.128,0.042
01080,standard,25,"Three Rivers, MA",,"2,709","1,000","$68,375",50,42.186001,-72.362,1.727,0.1
01081,standard,25,"Wales, MA",,"1,883",899,"$75,078",61,42.061001,-72.234001,14.497,0.218
01082,standard,25,"Ware, MA",Hardwick,"10,580","5,169","$78,563",66,42.293999,-72.278999,46.105,6.249
01083,PO box,25,"Warren, MA",,"3,094","1,240","$91,271",80,42.203999,-72.195,15.78,0.061
01084,standard,25,"West Chesterfield, MA",W Chesterfld,168,117,"$76,250",63,42.391998,-72.882004,9.197,0.086
01085,standard,25,"Westfield, MA",Montgomery,"41,780","16,370","$87,144",76,42.153999,-72.772003,59.882,1.145
01086,PO box,25,"Westfield, MA",,363,0,,,42.130001,-72.793999,0.037,0
01088,standard,25,"West Hatfield, MA",W Hatfield,509,282,"$59,922",33,42.391998,-72.646004,5.2,0.014
01089,standard,25,"West Springfield, MA","W Springfield, West Springfld","28,609","12,903","$73,658",59,42.125,-72.650002,16.713,0.808
01090,PO box,25,"West Springfield, MA",W Springfield,,,,,,,,
01092,PO box,25,"West Warren, MA",W Warren,"1,278",619,"$90,509",79,42.192001,-72.235001,6.703,0.031
01093,PO box,25,"Whately, MA",,313,120,"$107,813",88,42.442001,-72.662003,5.044,0.006
01094,PO box,25,"Wheelwright, MA",,387,205,,,42.359001,-72.137001,1.136,0.066
01095,standard,25,"Wilbraham, MA",,"14,728","5,357","$121,547",92,42.138,-72.420998,22.614,0.224
01096,standard,25,"Williamsburg, MA","S Chesterfield, South Chesterfield","2,443","1,212","$100,556",85,42.396999,-72.764,31.683,0.206
01097,PO box,25,"Woronoco, MA",,56,20,,,42.178001,-72.833,1.709,0.081
01098,standard,25,"Worthington, MA",,"1,263",671,"$96,607",83,42.394001,-72.943001,31.352,0.148
01101,PO box,25,"Springfield, MA",Spfld,,,,,,,,
01102,PO box,25,"Springfield, MA",Spfld,,,,,,,,
01103,standard,25,"Springfield, MA",Spfld,"2,332","1,725","$31,071",1,42.104,-72.592003,0.46,0.079
01104,standard,25,"Springfield, MA",Spfld,"23,740","9,602","$43,384",8,42.133999,-72.565002,5.216,0.082
01105,standard,25,"Springfield, MA",Spfld,"11,841","5,592","$25,322",0,42.099998,-72.581001,1.243,0.119
01106,standard,25,"Longmeadow, MA","Spfld, Springfield","15,987","5,908","$141,886",96,42.048,-72.570999,9.301,0.514
01107,standard,25,"Springfield, MA","Brightwood, Spfld","11,562","4,278","$34,904",3,42.120998,-72.607002,1.507,0.034
01108,standard,25,"Springfield, MA",Spfld,"27,054","10,969","$48,065",13,42.081001,-72.560997,3.723,0.157
01109,standard,25,"Springfield, MA",Spfld,"30,383","10,681","$39,954",6,42.119999,-72.550003,5.442,0.188
01111,unique,25,"Springfield, MA",Mass Mutual Life Ins Co,,,,,,,,
01115,PO box,25,"Springfield, MA",Bay State W Tower,,,,,,,,
01116,PO box,25,"Longmeadow, MA","E Longmeadow, East Longmeadow",,,,,,,,
01118,standard,25,"Springfield, MA",Spfld,"14,830","6,010","$74,258",60,42.094002,-72.525002,3.595,0.101
01119,standard,25,"Springfield, MA",Spfld,"13,681","5,101","$55,224",25,42.125,-72.511002,3.55,0.093
01128,standard,25,"Springfield, MA",Spfld,"2,541","1,101","$93,194",81,42.091999,-72.488998,1.117,0
01129,standard,25,"Springfield, MA",Spfld,"6,941","2,998","$75,574",62,42.118999,-72.487999,3.424,0.092
01138,PO box,25,"Springfield, MA",Spfld,,,,,,,,
01139,PO box,25,"Springfield, MA",Spfld,,,,,,,,
01144,standard,25,"Springfield, MA",,,,,,,,,
01151,standard,25,"Indian Orchard, MA","Indian Orch, Springfield, Spfld","9,032","3,823","$43,988",9,42.152,-72.509003,2.368,0.179
01152,standard,25,"Springfield, MA",General Mail Facility-bmc,,,,,,,,
01199,unique,25,"Springfield, MA","Baystate Medical, Spfld",0,0,,,42.120998,-72.603996,0.011,0
01201,standard,25,"Pittsfield, MA",Allendale,"44,458","22,680","$71,969",56,42.448002,-73.274002,52.918,2.607
01202,PO box,25,"Pittsfield, MA",,,,,,,,,
01203,PO box,25,"Pittsfield, MA",,,,,,,,,
01220,standard,25,"Adams, MA",,"8,179","4,487","$71,845",56,42.624001,-73.116997,24.596,0.073
01222,standard,25,"Ashley Falls, MA",,807,348,"$81,944",71,42.058998,-73.321999,3.307,0.129
01223,standard,25,"Becket, MA","Washington, Becket Corners, Sherwood Forest","2,443","2,086","$86,122",75,42.312,-73.110001,69.751,2.044
01224,standard,25,"Berkshire, MA",Lanesboro,125,96,,,42.513,-73.195999,0.278,0.032
01225,standard,25,"Cheshire, MA",,"3,105","1,603","$88,750",78,42.563,-73.153,25.106,0.703
01226,standard,25,"Dalton, MA",,"6,769","3,220","$78,348",66,42.480999,-73.135002,26.378,0.142
01227,PO box,25,"Dalton, MA",,,,,,,,,
01229,PO box,25,"Glendale, MA",,91,67,"$65,893",45,42.276001,-73.335999,0.733,0.001
01230,standard,25,"Great Barrington, MA","Egremont, Gt Barrington, N Egremont, New Marlboro, New Marlborou, New Marlborough, North Egremont, Simons Rock, Alford, Berkshire Heights, Hartsville, Risingdale, Van Deusenville","8,525","4,735","$88,397",77,42.173,-73.323997,91.522,1.746
01235,standard,25,"Hinsdale, MA",Peru,"2,567","1,528","$80,028",68,42.425999,-73.063004,45.643,1.079
01236,standard,25,"Housatonic, MA",,"1,311",777,"$67,318",48,42.265999,-73.377998,4.802,0.061
01237,standard,25,"Lanesboro, MA","Hancock, New Ashford, Lanesborough","2,488","1,558","$91,830",80,42.548,-73.267998,61.823,0.44
01238,standard,25,"Lee, MA",W Becket,"5,814","2,895","$91,397",80,42.298,-73.230003,34.833,1.045
01240,standard,25,"Lenox, MA",,"4,453","2,733","$113,750",90,42.368,-73.269997,21.38,0.448
01242,PO box,25,"Lenox Dale, MA",,471,250,"$88,026",77,42.334,-73.249001,0.497,0.01
01243,PO box,25,"Middlefield, MA",,268,198,"$71,875",56,42.349998,-73.024002,18.651,0.022
01244,PO box,25,"Mill River, MA",,132,66,"$50,577",17,42.118,-73.257004,2.45,0.027
01245,standard,25,"Monterey, MA",West Otis,836,880,"$117,750",91,42.187,-73.223,27.98,0.791
01247,standard,25,"North Adams, MA","Clarksburg, Florida, N Adams, No Adams","15,466","7,696","$60,744",35,42.699001,-73.084,52.526,0.569
01252,PO box,25,"North Egremont, MA","N Egremont, No Egremont",,,,,,,,
01253,standard,25,"Otis, MA","Cold Spring, North Otis",769,609,"$100,625",85,42.207001,-73.112999,18.267,0.403
01254,standard,25,"Richmond, MA",,902,562,"$105,500",87,42.382,-73.364998,14.561,0.057
01255,standard,25,"Sandisfield, MA",South Sandisfield,891,708,"$72,083",56,42.106998,-73.119003,51.806,1.176
01256,standard,25,"Savoy, MA",,680,364,"$62,500",38,42.594002,-73.022003,35.845,0.175
01257,standard,25,"Sheffield, MA",,"2,017","1,305","$140,938",96,42.084999,-73.366997,36.235,0.859
01258,standard,25,"South Egremont, MA","Mount Washington, Mt Washington, S Egremont, So Egremont",488,372,"$80,000",68,42.109001,-73.462997,25.807,0.154
01259,standard,25,"Southfield, MA",,540,464,"$110,673",89,42.075001,-73.234001,25.326,0.788
01260,PO box,25,"South Lee, MA",,427,170,,,42.296001,-73.343002,2.511,0.039
01262,PO box,25,"Stockbridge, MA",,"1,005",948,"$74,205",60,42.292,-73.319,12.034,0.821
01263,unique,25,"Stockbridge, MA","Assoc Of Marian Helpers, Marian Helpers, Marion Fathers",,,,,,,,
01264,PO box,25,"Tyringham, MA",Lee,206,128,"$80,000",68,42.231998,-73.202003,11.361,0.035
01266,standard,25,"West Stockbridge, MA","Alford, W Stockbridge, Interlaken, West Stockbridge Center","1,295","1,094","$87,188",76,42.312,-73.388,26.052,0.301
01267,standard,25,"Williamstown, MA","Williamstn, Wmstown","7,753","3,084","$117,150",91,42.672001,-73.247002,54.554,0.132
01270,standard,25,"Windsor, MA",East Windsor,796,489,"$98,500",84,42.514999,-73.030998,31.858,0.162
01301,standard,25,"Greenfield, MA",Leyden,"17,617","8,635","$78,621",66,42.626999,-72.601997,25.491,0.536
01302,PO box,25,"Greenfield, MA",,,,,,,,,
01330,standard,25,"Ashfield, MA",South Ashfield,"1,276",716,"$87,679",77,42.514,-72.821999,33.326,0.244
01331,standard,25,"Athol, MA","Phillipston, Royalston","13,486","6,031","$67,782",49,42.562,-72.191002,53.224,1.383
01337,standard,25,"Bernardston, MA",Leyden,"2,532","1,220","$78,068",66,42.688999,-72.582001,37.223,0.064
01338,standard,25,"Buckland, MA",,113,79,"$61,042",35,42.573002,-72.823997,3.454,0.005
01339,standard,25,"Charlemont, MA","Hawley, West Hawley","1,371",717,"$66,607",47,42.604,-72.889999,54.978,0.243
01340,standard,25,"Colrain, MA",Shattuckville,"1,779","1,026","$70,804",54,42.695,-72.710999,44.182,0.254
01341,standard,25,"Conway, MA",,"1,929",894,"$123,333",93,42.497002,-72.709,35.686,0.18
01342,standard,25,"Deerfield, MA","East Deerfield, West Deerfield","1,259",365,"$87,386",76,42.543999,-72.609001,17.834,0.854
01343,standard,25,"Drury, MA",Charlemont,78,46,"$91,250",79,42.658001,-72.978996,4.871,0.03
01344,standard,25,"Erving, MA","Farley, Stoneville","1,380",604,"$84,167",73,42.612999,-72.426003,13.634,0.518
01346,standard,25,"Heath, MA",Charlemont,471,355,"$78,125",66,42.693001,-72.822998,20.996,0.038
01347,PO box,25,"Lake Pleasant, MA",,154,102,,,42.558998,-72.518997,0.577,0.085
01349,standard,25,"Millers Falls, MA",Turners Falls,"1,391",552,"$70,694",54,42.563,-72.482002,7.685,0.211
01350,PO box,25,"Monroe Bridge, MA",Monroe,87,70,"$26,250",0,42.728001,-72.985001,10.721,0.106
01351,standard,25,"Montague, MA",,"2,114","1,023","$95,500",82,42.540001,-72.522003,20.926,0.435
01354,standard,25,"Gill, MA","Mount Hermon, Mt Hermon, Northfield Mount Hermon, Northfield Mt Hermon","1,596",623,"$75,417",62,42.624001,-72.509003,13.764,1.029
01355,standard,25,"New Salem, MA",Orange,931,448,"$69,286",51,42.459,-72.327003,47.38,13.775
01360,standard,25,"Northfield, MA","N Field, No Field","2,981","1,439","$93,261",81,42.676998,-72.454002,34.285,1.086
01364,standard,25,"Orange, MA","Warwick, Blissville, Eagleville, Lake Mattawa, N Orange, New Salem, North Orange","7,729","3,550","$73,292",58,42.605,-72.292,39.231,1.1
01366,standard,25,"Petersham, MA",,"1,188",558,"$88,750",78,42.476002,-72.192001,40.405,0.561
01367,standard,25,"Rowe, MA","Hoosac Tunnel, Zoar",639,330,"$69,500",52,42.695999,-72.908997,26.536,0.683
01368,standard,25,"Royalston, MA","S Royalston, Athol","1,377",680,"$86,477",76,42.679001,-72.177002,41.842,0.706
01370,standard,25,"Shelburne Falls, MA","Shelburne Fls, Baptist Corner, East Charlemont, Shelburne","3,852","2,070","$83,348",72,42.592999,-72.726997,49.819,0.54
01373,standard,25,"South Deerfield, MA","S Deerfield, So Deerfield, Whately","4,854","2,170","$100,934",85,42.474998,-72.614998,24.161,0.568
01375,standard,25,"Sunderland, MA",,"3,647","1,790","$66,862",47,42.466999,-72.546997,14.23,0.521
01376,standard,25,"Turners Falls, MA",,"5,013","2,567","$60,500",34,42.595001,-72.555,2.761,0.566
01378,standard,25,"Warwick, MA",Orange,792,482,"$74,583",60,42.674,-72.352997,34.021,0.314
01379,standard,25,"Wendell, MA",,829,422,"$71,250",55,42.556,-72.406998,30.209,0.368
01380,standard,25,"Wendell Depot, MA",,,,,,,,,
01420,standard,25,"Fitchburg, MA",,"40,702","16,575","$69,817",52,42.584999,-71.817001,30.317,0.687
01430,standard,25,"Ashburnham, MA",South Ashburnham,"6,297","2,605","$107,969",88,42.657001,-71.922997,36.979,2.619
01431,standard,25,"Ashby, MA",,"3,220","1,246","$103,261",86,42.675999,-71.833,23.702,0.387
01432,standard,25,"Ayer, MA","Devens, Fort Devens, Ft Devens","7,699","3,530","$128,009",94,42.567001,-71.574997,8.444,0.478
01434,standard,25,"Devens, MA",Ayer,"1,969",239,"$110,000",89,42.539001,-71.612,5.281,0.155
01436,standard,25,"Baldwinville, MA",Otter River,"3,374","1,346","$99,688",85,42.602001,-72.086998,9.595,0.196
01438,PO box,25,"East Templeton, MA",E Templeton,694,237,"$137,975",95,42.562,-72.030998,0.542,0.019
01440,standard,25,"Gardner, MA",,"20,610","9,125","$63,843",41,42.584,-71.988998,24.042,0.961
01441,unique,25,"Westminster, MA","Gardner, Tyco",,,,,,,,
01450,standard,25,"Groton, MA",,"11,313","4,259","$159,423",97,42.612,-71.565002,32.756,1.001
01451,standard,25,"Harvard, MA",,"4,731","1,669","$175,650",98,42.501999,-71.568001,19.132,0.65
01452,standard,25,"Hubbardston, MA",,"4,708","1,827","$108,605",89,42.490002,-72.002998,41.071,0.929
01453,standard,25,"Leominster, MA",,"41,647","17,743","$77,757",65,42.52,-71.763,28.47,0.529
01460,standard,25,"Littleton, MA",Pingryville,"10,071","3,836","$143,233",96,42.535999,-71.490997,16.523,0.996
01462,standard,25,"Lunenburg, MA",,"11,402","4,573","$117,602",91,42.583,-71.720001,26.454,1.322
01463,standard,25,"Pepperell, MA","E Pepperell, East Pepperell","12,105","4,639","$124,003",93,42.671001,-71.602997,22.6,0.597
01464,standard,25,"Shirley, MA","Shirley Center, Shirley Ctr","7,633","2,597","$111,080",90,42.574001,-71.640999,15.014,0.079
01467,PO box,25,"Still River, MA",,276,156,"$173,646",98,42.490002,-71.610001,1.895,0.011
01468,standard,25,"Templeton, MA",,"4,062","1,904","$100,996",85,42.542999,-72.068001,21.4,0.266
01469,standard,25,"Townsend, MA",,"7,670","2,871","$105,789",88,42.665001,-71.695,22.881,0.234
01470,unique,25,"Groton, MA",New England Business,,,,,,,,
01471,unique,25,"Groton, MA",New England Business Svc Inc,,,,,,,,
01472,PO box,25,"West Groton, MA",W Groton,,,,,,,,
01473,standard,25,"Westminster, MA",,"7,766","3,080","$115,820",91,42.555,-71.904999,35.433,1.821
01474,standard,25,"West Townsend, MA","Townsend, W Townsend","1,803",815,"$137,969",95,42.669998,-71.752998,9.919,0.03
01475,standard,25,"Winchendon, MA",,"10,825","4,368","$99,911",85,42.667999,-72.056,42.852,1.049
01477,PO box,25,"Winchendon Springs, MA",Winchdon Spgs,,,,,,,,
01501,standard,25,"Auburn, MA",,"16,619","6,902","$103,029",86,42.199001,-71.846001,15.457,0.929
01503,standard,25,"Berlin, MA",,"3,182","1,253","$108,393",89,42.384998,-71.634003,12.972,0.202
01504,standard,25,"Blackstone, MA","E Blackstone, East Blackstone, Millerville","9,263","3,757","$112,581",90,42.040001,-71.531998,11.075,0.316
01505,standard,25,"Boylston, MA",Morningdale,"4,623","1,823","$117,310",91,42.355,-71.716003,16.061,3.692
01506,standard,25,"Brookfield, MA",,"3,441","1,430","$96,406",83,42.181,-72.108002,15.546,1.055
01507,standard,25,"Charlton, MA",,"13,550","5,410","$110,509",89,42.133999,-71.968002,42.183,1.614
01508,PO box,25,"Charlton City, MA",Richardson Corners,,,,,,,,
01509,PO box,25,"Charlton Depot, MA","Charlton Dept, Charlton Dpt",,,,,,,,
01510,standard,25,"Clinton, MA",,"13,935","6,087","$84,521",74,42.411999,-71.690002,5.655,1.613
01515,standard,25,"East Brookfield, MA",E Brookfield,"2,040",961,"$87,163",76,42.209999,-72.040001,9.853,0.551
01516,standard,25,"Douglas, MA",East Douglas,"8,859","3,452","$119,231",92,42.053001,-71.751999,36.754,1.551
01517,PO box,25,"East Princeton, MA",E Princeton,,,,,,,,
01518,standard,25,"Fiskdale, MA",Sturbridge,"3,947","1,427","$90,109",79,42.126999,-72.119003,8.871,0.743
01519,standard,25,"Grafton, MA",Hassanamisco Indian Reservat,"7,042","2,526","$138,875",95,42.202999,-71.68,10.912,0.108
01520,standard,25,"Holden, MA",,"15,781","5,928","$132,122",94,42.335999,-71.850998,18.081,0.693
01521,standard,25,"Holland, MA","Fiskdale, Halland","2,630","1,391","$90,774",79,42.047001,-72.18,12.294,0.769
01522,standard,25,"Jefferson, MA",,"3,270","1,363","$115,694",91,42.375999,-71.866997,16.378,0.54
01523,standard,25,"Lancaster, MA",North Lancaster,"7,794","2,614","$108,616",89,42.484001,-71.676003,25.188,0.45
01524,standard,25,"Leicester, MA",,"6,654","2,542","$96,375",83,42.25,-71.918999,15.975,0.968
01525,PO box,25,"Linwood, MA",,544,217,"$35,885",3,42.106998,-71.630997,0.449,0.031
01526,PO box,25,"Manchaug, MA",,,,,,,,,
01527,standard,25,"Millbury, MA",East Millbury,"13,732","5,674","$104,821",87,42.192001,-71.778,15.569,0.719
01529,standard,25,"Millville, MA",,"3,256","1,315","$87,708",77,42.036999,-71.579002,4.906,0.059
01531,standard,25,"New Braintree, MA",,"1,211",487,"$104,750",87,42.319,-72.130997,20.789,0.157
01532,standard,25,"Northborough, MA",Northboro,"15,056","5,570","$149,113",97,42.323002,-71.646004,18.476,0.272
01534,standard,25,"Northbridge, MA",Rockdale,"6,296","2,532","$128,438",94,42.141998,-71.642998,8.758,0.126
01535,standard,25,"North Brookfield, MA",N Brookfield,"4,774","2,113","$90,153",79,42.268002,-72.067001,21.268,0.679
01536,standard,25,"North Grafton, MA","N Grafton, No Grafton","7,576","2,885","$131,932",94,42.230999,-71.693001,8.339,0.292
01537,standard,25,"North Oxford, MA",,"2,201","1,008","$93,266",81,42.159,-71.897003,6.983,0.114
01538,PO box,25,"North Uxbridge, MA",N Uxbridge,,,,,,,,
01540,standard,25,"Oxford, MA",,"11,581","4,463","$107,228",88,42.116001,-71.857002,19.355,0.791
01541,standard,25,"Princeton, MA",,"3,455","1,329","$139,306",95,42.453999,-71.877998,35.409,0.399
01542,standard,25,"Rochdale, MA",,"2,567",937,"$114,706",91,42.203999,-71.908997,4.026,0.163
01543,standard,25,"Rutland, MA",,"8,685","3,139","$122,722",93,42.388,-71.970001,35.104,1.148
01545,standard,25,"Shrewsbury, MA",Edgemere,"37,086","14,664","$124,227",93,42.285,-71.713997,20.739,1.048
01546,unique,25,"Shrewsbury, MA",Central Mass P & D Ctr,,,,,,,,
01550,standard,25,"Southbridge, MA","Globe Village, Sandersdale","16,887","7,368","$56,538",27,42.060001,-72.033997,20.28,0.623
01560,standard,25,"South Grafton, MA",Saundersville,"4,396","1,839","$125,644",93,42.174999,-71.674004,3.567,0.104
01561,PO box,25,"South Lancaster, MA","S Lancaster, So Lancaster",209,82,,,42.444,-71.685997,0.123,0
01562,standard,25,"Spencer, MA",Lambs Grove,"11,928","5,518","$96,026",83,42.247002,-71.991997,32.832,1.174
01564,standard,25,"Sterling, MA",Sterling Junction,"8,091","2,920","$136,058",95,42.448002,-71.776001,30.638,1.063
01566,standard,25,"Sturbridge, MA",,"5,592","2,420","$105,202",87,42.103001,-72.080002,28.352,0.989
01568,standard,25,"Upton, MA","W Upton, West Upton","7,894","2,919","$161,579",97,42.176998,-71.603996,21.44,0.229
01569,standard,25,"Uxbridge, MA",,"14,025","5,442","$116,803",91,42.056,-71.630997,29.08,0.61
01570,standard,25,"Webster, MA",Dudley Hill,"16,973","7,830","$79,291",67,42.048,-71.847,12.38,2.231
01571,standard,25,"Dudley, MA",,"11,723","4,173","$103,493",86,42.054001,-71.934998,20.817,1.049
01580,unique,25,"Westborough, MA","Emc, Westboro",,,,,,,,
01581,standard,25,"Westborough, MA",Westboro,"19,037","7,620","$145,722",96,42.268002,-71.612999,20.584,0.861
01582,unique,25,"Westborough, MA","National Grid Co, Westboro",,,,,,,,
01583,standard,25,"West Boylston, MA","Oakdale, Westboylston","7,693","2,459","$122,500",93,42.368999,-71.785004,12.615,0.909
01585,standard,25,"West Brookfield, MA","W Brookfield, Westbrookfield","4,569","1,984","$79,620",68,42.241001,-72.163002,25.55,0.645
01586,PO box,25,"West Millbury, MA",Millbury,,,,,,,,
01588,standard,25,"Whitinsville, MA",Linwood,"9,750","3,707","$95,250",82,42.118999,-71.671997,8.613,0.637
01590,standard,25,"Sutton, MA","Wilkinsonvile, Wilkinsonville","9,404","3,584","$119,141",92,42.132,-71.75,32.009,1.614
01601,PO box,25,"Worcester, MA",,,,,,,,,
01602,standard,25,"Worcester, MA",West Side,"22,900","10,116","$87,092",76,42.269001,-71.850998,5.767,0.244
01603,standard,25,"Worcester, MA",Webster Square,"19,731","7,920","$56,630",27,42.243999,-71.844002,4.514,0.131
01604,standard,25,"Worcester, MA",,"38,191","16,529","$66,482",46,42.252998,-71.767998,6.439,0.183
01605,standard,25,"Worcester, MA",,"28,533","11,659","$46,641",12,42.290001,-71.788002,5.642,0.132
01606,standard,25,"Worcester, MA",Greendale,"19,896","8,812","$82,592",71,42.314999,-71.795998,5.93,0.009
01607,standard,25,"Worcester, MA",,"8,167","4,103","$66,875",47,42.226002,-71.789001,3.166,0.053
01608,standard,25,"Worcester, MA",,"4,471","2,239","$30,077",1,42.262001,-71.801003,0.448,0
01609,standard,25,"Worcester, MA",,"21,628","8,692","$84,844",74,42.285,-71.830002,3.82,0.022
01610,standard,25,"Worcester, MA",,"22,023","8,461","$39,928",6,42.247002,-71.807999,2.126,0.003
01611,standard,25,"Cherry Valley, MA",,"2,277",915,"$101,375",85,42.237999,-71.875999,3.442,0.25
01612,standard,25,"Paxton, MA",Worcester,"4,900","1,589","$141,875",96,42.297001,-71.929001,15.315,0.765
01613,PO box,25,"Worcester, MA",,,,,,,,,
01614,PO box,25,"Worcester, MA",,,,,,,,,
01615,PO box,25,"Worcester, MA",,,,,,,,,
01653,unique,25,"Worcester, MA",Allmerica,,,,,,,,
01654,unique,25,"Worcester, MA",Verizon,,,,,,,,
01655,standard,25,"Worcester, MA",,,,,,,,,
01701,standard,25,"Framingham, MA","Framingham Center, Framingham So, Saxonville","32,590","13,531","$132,227",94,42.32,-71.443001,16.959,0.701
01702,standard,25,"Framingham, MA",,"39,799","15,962","$75,394",62,42.282001,-71.436996,8.092,0.762
01703,PO box,25,"Framingham, MA",,,,,,,,,
01704,PO box,25,"Framingham, MA",,,,,,,,,
01705,PO box,25,"Framingham, MA",,,,,,,,,
01718,standard,25,"Village Of Nagog Woods, MA","Acton, Vlg Nagog Wds, Vlg Of Nagog Woods",790,242,"$171,184",98,42.52,-71.429001,0.047,0
01719,standard,25,"Boxborough, MA","Acton, Boxboro","5,561","2,371","$155,391",97,42.486,-71.521004,10.286,0.122
01720,standard,25,"Acton, MA","W Acton, West Acton","22,791","8,689","$175,239",98,42.484001,-71.438004,19.713,0.43
01721,standard,25,"Ashland, MA",,"17,710","7,068","$144,035",96,42.257999,-71.473999,12.33,0.539
01730,standard,25,"Bedford, MA",,"14,070","5,508","$165,926",98,42.499001,-71.281998,13.698,0.178
01731,standard,25,"Hanscom Afb, MA",Bedford,"2,059",583,"$107,500",88,42.457001,-71.278999,0.791,0
01740,standard,25,"Bolton, MA",,"5,299","1,851","$184,479",98,42.439999,-71.601997,19.952,0.135
01741,standard,25,"Carlisle, MA",,"5,224","2,029","$235,134",99,42.536999,-71.362,15.265,0.248
01742,standard,25,"Concord, MA","W Concord, West Concord","19,121","7,104","$180,037",98,42.463001,-71.363998,24.446,1.3
01745,standard,25,"Fayville, MA","Southborough, Southboro",595,230,"$129,150",94,42.292,-71.499001,0.399,0.001
01746,standard,25,"Holliston, MA",,"14,724","5,376","$156,364",97,42.195999,-71.453003,18.645,0.413
01747,standard,25,"Hopedale, MA",,"5,947","2,275","$117,326",91,42.123001,-71.530998,5.171,0.171
01748,standard,25,"Hopkinton, MA",,"17,598","6,513","$187,381",98,42.223999,-71.540001,26.261,1.627
01749,standard,25,"Hudson, MA",,"19,887","8,157","$117,831",91,42.389,-71.545998,11.522,0.344
01752,standard,25,"Marlborough, MA",Marlboro,"39,736","16,986","$100,813",85,42.349998,-71.546997,20.866,1.236
01754,standard,25,"Maynard, MA",,"10,754","4,667","$123,869",93,42.425999,-71.456001,5.213,0.157
01756,standard,25,"Mendon, MA",,"6,115","2,149","$149,419",97,42.094002,-71.544998,17.774,0.213
01757,standard,25,"Milford, MA",,"28,883","11,589","$99,035",84,42.159,-71.521004,14.88,0.275
01760,standard,25,"Natick, MA","N Natick, No Natick, North Natick, S Natick, So Natick, South Natick","35,761","15,162","$153,979",97,42.285,-71.348999,14.811,1.003
01770,standard,25,"Sherborn, MA",,"4,316","1,601","$216,107",99,42.231998,-71.373001,15.817,0.371
01772,standard,25,"Southborough, MA",Southboro,"9,526","3,434","$169,819",98,42.303001,-71.530998,13.616,1.513
